"user_id","gender","age_group","city","CE_id","mean_rate","satisfaction","avg_check","timediff_order","phone_id","dw_kind","platform","os","dw_id","savings","spendings","num_orders"
"2032223","male","25-34","<U+041D><U+0438><U+0436><U+043D><U+0438><U+0439> <U+041D><U+043E><U+0432><U+0433><U+043E><U+0440><U+043E><U+0434>","CE_19",0,"NotDefined",120.045,87,"100731","courier","web","mac","dw_19",1158.9199962616,12552.260017395,6
"1128065","male","15-24","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_20",1.54,"Detractors",122.335,163,"100849","courier","app","android","dw_20",1099.65999221802,24613.8500041962,26
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_21",5,"Promoters",106.23,89,"101025","courier","web","windows","dw_21",2034.14997828007,9623.60999393463,6
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_21",5,"Promoters",106.23,89,"101025","courier","web","windows","dw_1329",1063.39000916481,4390.81002807617,4
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_21",5,"Promoters",106.23,89,"185598","courier","app","android","dw_21",2034.14997828007,9623.60999393463,6
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_21",5,"Promoters",106.23,89,"185598","courier","app","android","dw_1329",1063.39000916481,4390.81002807617,4
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_1329",5,"Promoters",99.365,65,"101025","courier","web","windows","dw_21",2034.14997828007,9623.60999393463,6
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_1329",5,"Promoters",99.365,65,"101025","courier","web","windows","dw_1329",1063.39000916481,4390.81002807617,4
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_1329",5,"Promoters",99.365,65,"185598","courier","app","android","dw_21",2034.14997828007,9623.60999393463,6
"230380","female","25-34","<U+0423><U+0444><U+0430>","CE_1329",5,"Promoters",99.365,65,"185598","courier","app","android","dw_1329",1063.39000916481,4390.81002807617,4
"1538317","female","25-34","<U+0421><U+0430><U+0440><U+0430><U+0442><U+043E><U+0432>","CE_22",1.43,"Detractors",96.53,111,"101078","courier","web","ios","dw_22",1890.89000844955,8290.71998214722,7
"978822","male","25-34","<U+0412><U+043E><U+0440><U+043E><U+043D><U+0435><U+0436>","CE_23",1.11,"Detractors",387.005,108,"101153","courier","web","windows","dw_23",746.900001525879,8178.07002639771,9
"1745522","male","15-24","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_24",0.22,"Detractors",132.945,96,"101203","courier","web","windows","dw_24",3395.03995990753,12892.490032196,9
"1879706","male","25-34","<U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433>","CE_25",1.82,"Detractors",159.54,104,"101377","courier","app","android","dw_25",2075.89000415802,7870.759973526,11
"1220639","female","45-54","<U+0421><U+0430><U+043C><U+0430><U+0440><U+0430>","CE_26",4.11,"Promoters",124.99,136,"101388","courier","web","mac","dw_26",28435.0900592804,49931.1199922562,19
"104249","female","25-34","<U+041A><U+0430><U+0437><U+0430><U+043D><U+044C>","CE_27",3.86,"Passives",103.645,144,"101408","courier","app","ios","dw_27",223.870001792908,9798.91000556946,14
"1776122","female","35-44","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_28",4.09,"Promoters",145.015,112,"101414","courier","app","android","dw_28",2439.0499920845,30574.0201187134,22
"2033855","female","25-34","<U+041D><U+043E><U+0432><U+043E><U+0441><U+0438><U+0431><U+0438><U+0440><U+0441><U+043A>","CE_29",3.12,"Passives",157.62,86,"101420","courier","app","ios","dw_29",2517.29001045227,22026.280002594,8
"2033630","female","45-54","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_30",0,"NotDefined",129.985,88,"101470","courier","app","android","dw_30",1379.86997103691,5542.12003135681,4
"1358838","female","25-34","<U+041D><U+043E><U+0432><U+043E><U+0441><U+0438><U+0431><U+0438><U+0440><U+0441><U+043A>","CE_31",3.33,"Passives",168.25,139,"101576","courier","web","mac","dw_31",6042.70999991894,80235.2100615501,24
"789803","female","25-34","<U+0423><U+0444><U+0430>","CE_32",3.67,"Passives",111.62,218,"101591","courier","web","windows","dw_32",6429.60000729561,15023.9000415802,15
"1843235","male","15-24","<U+0410><U+0441><U+0442><U+0440><U+0430><U+0445><U+0430><U+043D><U+044C>","CE_33",2.5,"Detractors",94.405,108,"101592","courier","web","linux","dw_33",2013.91999340057,24929.8601107597,30
"1026805","female","25-34","<U+0418><U+0440><U+043A><U+0443><U+0442><U+0441><U+043A>","CE_34",5,"Promoters",120.555,163,"1016","courier","app","ios","dw_34",2495.03999137878,9777.48001670837,12
"169337","male","25-34","<U+0427><U+0435><U+0431><U+043E><U+043A><U+0441><U+0430><U+0440><U+044B>","CE_35",3.57,"Passives",86.375,88,"101603","courier","app","android","dw_35",1692.0899887085,6405.33003807068,7
"1312322","male","25-34","<U+041A><U+0430><U+043B><U+0438><U+043D><U+0438><U+043D><U+0433><U+0440><U+0430><U+0434>","CE_36",0,"NotDefined",112.46,153,"101709","courier","app","ios","dw_36",875.790000915527,2385.6699962616,11
"1506089","female",NA,"<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_37",1.82,"Detractors",84.895,116,"101791","courier","web","android","dw_37",2502.39999115467,8417.32001495361,11
"1799518","male","25-34","<U+0420><U+043E><U+0441><U+0442><U+043E><U+0432>-<U+043D><U+0430>-<U+0414><U+043E><U+043D><U+0443>","CE_38",2,"Detractors",211.95,96,"101870","courier","app","android","dw_38",1026.59998893738,5674.70000267029,10
"766098","female","35-44","<U+041E><U+043C><U+0441><U+043A>","CE_39",5,"Promoters",133.735,212,"101948","courier","web","windows","dw_39",3126.20999407768,5176.37002563477,7
"1282307","female","25-34","<U+0412><U+043E><U+043B><U+0433><U+043E><U+0433><U+0440><U+0430><U+0434>","CE_40",0.83,"Detractors",194.915,137,"101974","courier","app","ios","dw_40",2594.20999717712,26631.8300857544,15
"1960773","female","35-44","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_41",3.33,"Passives",101.89,97,"101978","courier","web","windows","dw_41",515.510004043579,18818.7499217987,12
"1768948","female","25-34","<U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433>","CE_42",2.14,"Detractors",93.325,87,"101998","courier","web","windows","dw_42",1983.75001335144,6445.34001541138,7
"36516","female","35-44","<U+041A><U+0443><U+0440><U+0441><U+043A>","CE_43",4.26,"Promoters",113.92,121,"102008","courier","web","windows","dw_43",3275.76000547409,16398.8100233078,24
"1343336","male","25-34","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_44",1.5,"Detractors",209.76,144,"102048","courier","web","windows","dw_44",551.920011520386,13023.3400859833,10
"1960454","female","25-34","<U+041D><U+0438><U+0436><U+043D><U+0438><U+0439> <U+041D><U+043E><U+0432><U+0433><U+043E><U+0440><U+043E><U+0434>","CE_45",4.53,"Promoters",80.1,87,"102088","courier","app","android","dw_45",4251.34998130798,16381.1400671005,15
"1396154","male","25-34","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_46",2.5,"Detractors",101.79,86,"102121","courier","web","windows","dw_46",3721.35998058319,23504.2800269127,14
"230170","male","25-34","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_47",2.8,"Detractors",116.835,107,"102180","courier","web","windows","dw_47",1332.59000778198,20081.4599804878,10
"81776","male","25-34","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_48",3.75,"Passives",89.965,106,"102184","courier","app","ios","dw_48",763.879993438721,6839.11998176575,8
"319772","male","25-34","<U+041A><U+0440><U+0430><U+0441><U+043D><U+043E><U+044F><U+0440><U+0441><U+043A>","CE_49",0.83,"Detractors",122.045,153,"102191","courier","web","mac","dw_49",1893.0200176239,4395.69000244141,6
"1070835","female","25-34","<U+0420><U+044F><U+0437><U+0430><U+043D><U+044C>","CE_50",1.67,"Detractors",80.57,138,"102205","courier","app","ios","dw_50",1890.86001110077,12891.1700205803,6
"1589214","male","25-34","<U+0418><U+0432><U+0430><U+043D><U+043E><U+0432><U+043E>","CE_51",3.34,"Passives",112.29,130,"10225","courier","web","linux","dw_51",5020.22997093201,24105.1700963974,50
"2285208","female","25-34","<U+0421><U+0430><U+0440><U+0430><U+043D><U+0441><U+043A>","CE_52",4.29,"Promoters",91.13,83,"102289","courier","app","android","dw_52",1418.49999237061,11077.2100811005,7
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_53",3.19,"Passives",114.92,170,"102426","courier","app","android","dw_53",1713.12997806072,11530.3699667454,22
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_53",3.19,"Passives",114.92,170,"102426","courier","app","android","dw_3766",1223.48000431061,6221.36004638672,14
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_53",3.19,"Passives",114.92,170,"44107","courier","web","android","dw_53",1713.12997806072,11530.3699667454,22
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_53",3.19,"Passives",114.92,170,"44107","courier","web","android","dw_3766",1223.48000431061,6221.36004638672,14
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_3766",2.14,"Detractors",177.51,169,"102426","courier","app","android","dw_53",1713.12997806072,11530.3699667454,22
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_3766",2.14,"Detractors",177.51,169,"102426","courier","app","android","dw_3766",1223.48000431061,6221.36004638672,14
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_3766",2.14,"Detractors",177.51,169,"44107","courier","web","android","dw_53",1713.12997806072,11530.3699667454,22
"1076542","female","25-34","<U+0423><U+0444><U+0430>","CE_3766",2.14,"Detractors",177.51,169,"44107","courier","web","android","dw_3766",1223.48000431061,6221.36004638672,14
"1769608","female","35-44","<U+0423><U+043B><U+044C><U+044F><U+043D><U+043E><U+0432><U+0441><U+043A>","CE_54",1.78,"Detractors",138.99,87,"102431","courier","web","mac","dw_54",3214.30999088287,67144.0300550461,18
"357176","female","35-44","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_55",0.11,"Detractors",624.295,84,"102446","courier","web","windows","dw_55",1208.74999374151,36192.399520874,9
"1575696","female","35-44","<U+041A><U+0443><U+0440><U+0441><U+043A>","CE_56",1.82,"Detractors",125.985,131,"102472","courier","app","android","dw_56",3125.19001293182,17999.3900051117,11
"1920310","female","65-74","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_57",0,"NotDefined",151.445,81,"102560","courier","web","mac","dw_57",652.369993448257,11499.93998909,5
"1820490","female","55-64","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_58",3.12,"Passives",111.825,101,"102765","courier","app","ios","dw_58",11680.4899318218,57448.8498764038,21
"1403883","female","25-34","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_59",4.09,"Promoters",149.865,111,"102773","courier","web","windows","dw_59",158.079998016357,6785.3400478363,11
"1909689","female","35-44","<U+0421><U+0430><U+043C><U+0430><U+0440><U+0430>","CE_60",1,"Detractors",121.515,92,"102847","pickup","web","windows","dw_60",2849.97995662689,8218.24996185303,5
"1430133","male","45-54","<U+041E><U+0440><U+0435><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_61",2.03,"Detractors",123.53,143,"10290","courier","web","windows","dw_61",6127.77000045776,42783.5700306892,32
"1630609","female","75+","<U+0420><U+043E><U+0441><U+0442><U+043E><U+0432>-<U+043D><U+0430>-<U+0414><U+043E><U+043D><U+0443>","CE_62",0.67,"Detractors",101.305,122,"102931","courier","web","windows","dw_62",3121.77999448776,12686.0100593567,15
"2034784","male","25-34","<U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433>","CE_63",2.5,"Detractors",152.33,85,"102950","courier","app","android","dw_63",110.100002288818,1218.62001800537,4
"1557529","female","35-44","<U+041C><U+043E><U+0441><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+041E><U+0431><U+043B><U+0430><U+0441><U+0442><U+044C>","CE_64",2.33,"Detractors",171.655,133,"102952","courier","web","mac","dw_64",3035.79998588562,29084.1299819946,12
"1465543","male","25-34","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_65",2.22,"Detractors",107.9,149,"103193","courier","app","android","dw_65",1534.65998244286,8886.63997268677,9
"1272879","male","25-34","<U+041A><U+0430><U+043B><U+0438><U+043D><U+0438><U+043D><U+0433><U+0440><U+0430><U+0434>","CE_66",3,NA,112.8,138,"10331","courier","web","windows","dw_66",1592.84000015259,4060.90002250671,10
"1191517","male","45-54","<U+0412><U+043E><U+043B><U+0433><U+043E><U+0433><U+0440><U+0430><U+0434>","CE_67",5,"Promoters",249.77,78,"103432","courier","app","android","dw_67",605.200005531311,2675.80000305176,4
"2034964","male","35-44","<U+041D><U+043E><U+0432><U+043E><U+0441><U+0438><U+0431><U+0438><U+0440><U+0441><U+043A>","CE_68",1,"Detractors",147.665,68,"103536","courier","web","linux","dw_68",2359.30000019073,8850.96001625061,4
"2035002","male","35-44","<U+0423><U+0444><U+0430>","CE_69",3.55,"Passives",137.94,87,"103590","courier","app","ios","dw_69",3528.92997467518,15622.2199764252,17
"1331867","male","35-44","<U+041E><U+0440><U+0435><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_70",5,"Promoters",192.425,99,"103594","courier","web","windows","dw_70",1366.22999119759,19026.4400482178,11
"2228729","female",NA,"<U+041D><U+043E><U+0432><U+043E><U+0441><U+0438><U+0431><U+0438><U+0440><U+0441><U+043A>","CE_71",0.95,"Detractors",153.145,131,"103620","courier","web","windows","dw_71",3217.96003341675,13095.2100353241,21
"1705170","female","35-44","<U+0421><U+0442><U+0430><U+0432><U+0440><U+043E><U+043F><U+043E><U+043B><U+044C>","CE_72",3,NA,206.685,106,"10377","courier","app","ios","dw_72",5130.81000065804,21594.4100294113,8
"1793978","male","35-44","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_73",3.57,"Passives",102.18,99,"103782","courier","web","windows","dw_73",727.229991316795,7248.26001548767,7
"1834689","male","25-34","<U+0421><U+0430><U+0440><U+0430><U+0442><U+043E><U+0432>","CE_74",3.75,"Passives",110.995,106,"103854","courier","web","windows","dw_74",1776.16997909546,7513.73999500275,8
"1486688","female","25-34","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_75",3.89,"Passives",107.52,63,"103919","courier","app","android","dw_75",1379.74998950958,13113.9100055695,9
"1568019","female","45-54","<U+041E><U+043C><U+0441><U+043A>","CE_76",3.33,"Passives",97.405,88,"103941","courier","web","windows","dw_76",1313.54000854492,10356.5800304413,9
"1207074","female","35-44","<U+041C><U+043E><U+0441><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+041E><U+0431><U+043B><U+0430><U+0441><U+0442><U+044C>","CE_77",3.38,"Passives",114.36,153,"10397","courier","app","android","dw_77",1511.99000239372,22786.9500026703,16
"2035357","male","25-34","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_78",5,"Promoters",157.84,68,"103978","courier","app","android","dw_78",438.849996566772,7336.5200176239,5
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_79",0.69,"Detractors",49.405,78,"104013","courier","web","windows","dw_79",15520.3899084032,27424.2101527452,67
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_79",0.69,"Detractors",49.405,78,"104013","courier","web","windows","dw_1356",7830.11996030807,14855.910153389,12
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_79",0.69,"Detractors",49.405,78,"186989","courier","app","android","dw_79",15520.3899084032,27424.2101527452,67
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_79",0.69,"Detractors",49.405,78,"186989","courier","app","android","dw_1356",7830.11996030807,14855.910153389,12
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_1356",1.42,"Detractors",56.24,31,"104013","courier","web","windows","dw_79",15520.3899084032,27424.2101527452,67
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_1356",1.42,"Detractors",56.24,31,"104013","courier","web","windows","dw_1356",7830.11996030807,14855.910153389,12
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_1356",1.42,"Detractors",56.24,31,"186989","courier","app","android","dw_79",15520.3899084032,27424.2101527452,67
"1988072","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_1356",1.42,"Detractors",56.24,31,"186989","courier","app","android","dw_1356",7830.11996030807,14855.910153389,12
"1920771","male","15-24","<U+041E><U+043C><U+0441><U+043A>","CE_80",0,"NotDefined",335.21,91,"104016","courier","web","windows","dw_80",376.009998321533,5700.15990066528,3
"402845","male",NA,"<U+0420><U+043E><U+0441><U+0442><U+043E><U+0432>-<U+043D><U+0430>-<U+0414><U+043E><U+043D><U+0443>","CE_81",3.65,"Passives",172.05,239,"10404","courier","app","android","dw_81",3472.75000536442,10289.0898666382,40
"2034878","female","25-34","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_82",4,"Promoters",134.095,90,"104056","courier","app","ios","dw_82",1580.98000144958,24626.1099529266,15
"1763061","male","55-64","<U+0422><U+0430><U+043C><U+0431><U+043E><U+0432>","CE_83",4.23,"Promoters",167.45,113,"104075","courier","app","ios","dw_83",321.370002746582,10309.6999454498,13
"876886","female","25-34","<U+041E><U+043C><U+0441><U+043A>","CE_84",3.6,"Passives",114.46,157,"104078","courier","app","android","dw_84",4242.70999264717,12703.4799976349,10
"1906906","female","25-34","<U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433>","CE_85",4.18,"Promoters",102.675,98,"104193","courier","web","windows","dw_85",2094.36999893188,19912.950094223,11
"1575822","male","25-34","<U+0422><U+044E><U+043C><U+0435><U+043D><U+044C>","CE_86",3.39,"Passives",90.405,133,"104264","courier","app","android","dw_86",2466.20999860764,10203.3100070953,15
"1792154","female","15-24","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>","CE_87",3,NA,130.87,114,"104271","courier","app","android","dw_87",1547.42998790741,10428.1399364471,8
"1075343","male","25-34","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_88",0.67,"Detractors",148.835,173,"104282","courier","app","android","dw_88",569.409998893738,10931.7500648499,9
"1749705","female","35-44","<U+041A><U+0440><U+0430><U+0441><U+043D><U+043E><U+0434><U+0430><U+0440>","CE_89",4.13,"Promoters",78.145,112,"104306","courier","app","android","dw_89",8113.07998716831,19352.6399784088,15
"342411","male","25-34","<U+0420><U+043E><U+0441><U+0442><U+043E><U+0432>-<U+043D><U+0430>-<U+0414><U+043E><U+043D><U+0443>","CE_90",3.8,"Passives",143.355,157,"10431","courier","app","ios","dw_90",19340.5900310278,126574.059984207,22
"1821219","female","35-44","<U+041E><U+043C><U+0441><U+043A>","CE_91",5,"Promoters",189.5,96,"104370","courier","app","android","dw_91",6895.38009691238,30441.2100644112,16
"2036576","female","45-54","<U+0421><U+0430><U+0440><U+0430><U+0442><U+043E><U+0432>","CE_92",0,"NotDefined",166.295,88,"104404","courier","web","windows","dw_92",6447.13001099229,83873.4596967697,6
"1710297","female","25-34","<U+041A><U+0430><U+0437><U+0430><U+043D><U+044C>","CE_93",4.5,"Promoters",138.31,96,"104577","courier","web","windows","dw_93",3887.05997467041,7359.21000957489,10
"1587685","male","25-34","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_94",3,NA,127.145,127,"104607","courier","web","mac","dw_94",811.26000213623,29975.5999526978,20
"1634174","male","25-34","<U+041A><U+0430><U+043B><U+0443><U+0433><U+0430>","CE_95",3.08,"Passives",138.415,116,"104646","courier","app","android","dw_95",3350.4399971962,12037.8400497437,13
"1754033","female","45-54","<U+041A><U+0430><U+043B><U+0438><U+043D><U+0438><U+043D><U+0433><U+0440><U+0430><U+0434>","CE_96",4.24,"Promoters",112.395,116,"104683","courier","app","android","dw_96",7390.29001045227,58460.509809494,18
"841598","female","25-34","<U+0415><U+043A><U+0430><U+0442><U+0435><U+0440><U+0438><U+043D><U+0431><U+0443><U+0440><U+0433>","CE_97",2.9,"Detractors",102.455,212,"104705","courier","app","android","dw_97",2642.56001681089,26743.2900753021,20
"1572544","female","45-54","<U+041C><U+043E><U+0441><U+043A><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+041E><U+0431><U+043B><U+0430><U+0441><U+0442><U+044C>","CE_98",4.06,"Promoters",165.935,121,"104720","courier","web","windows","dw_98",121.169998645782,11800.359998703,18
"1814867","female","25-34","<U+0418><U+0432><U+0430><U+043D><U+043E><U+0432><U+043E>","CE_99",4.64,"Promoters",119.58,103,"104735","courier","app","android","dw_99",6375.78996562958,13947.6600131989,11
"1932936","female","15-24","<U+041A><U+0440><U+0430><U+0441><U+043D><U+043E><U+0434><U+0430><U+0440>","CE_100",1.25,"Detractors",110.475,95,"104741","courier","app","ios","dw_100",2099.92000246048,12421.6600170135,8
"787739","female","25-34","<U+041A><U+0440><U+0430><U+0441><U+043D><U+043E><U+044F><U+0440><U+0441><U+043A>","CE_101",3.33,"Passives",128.6,218,"104742","courier","app","ios","dw_101",4740.4900841713,14848.3500242233,9
"1588032","female","25-34","<U+041F><U+0435><U+0440><U+043C><U+044C>","CE_102",1.67,"Detractors",114.43,126,"104752","courier","web","mac","dw_102",2133.87997674942,14238.2400035858,15
"1850120","male","25-34","<U+0418><U+0436><U+0435><U+0432><U+0441><U+043A>","CE_103",2.76,"Detractors",94.135,115,"104783","courier","app","android","dw_103",3758.19998884201,10543.3499832153,18
"1741668","female","25-34","<U+0418><U+0436><U+0435><U+0432><U+0441><U+043A>","CE_104",2.76,"Detractors",94.135,115,"104783","courier","app","android","dw_104",3758.19998884201,10543.3499832153,18
"1243794","male","35-44","<U+041A><U+0430><U+0437><U+0430><U+043D><U+044C>","CE_105",2.35,"Detractors",80.8,150,"104834","courier","app","mac","dw_105",619.869998931885,15469.3999462128,23
"465299","male","15-24","<U+041A><U+0430><U+0437><U+0430><U+043D><U+044C>","CE_106",1.8,"Detractors",156.485,104,"10493","courier","app","android","dw_106",951.489998817444,7329.88001060486,10
"1924665","female","45-54","<U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433>","CE_107",5,"Promoters",151.715,85,"104942","courier","web","windows","dw_107",6685.83999896049,15085.0000314713,9
"1995119","male","25-34","<U+0410><U+0441><U+0442><U+0440><U+0430><U+0445><U+0430><U+043D><U+044C>","CE_108",4.62,"Promoters",81.955,92,"105054","courier","web","windows","dw_108",5329.68993926048,22326.6900875568,16
