"","dw_id","user_id","savings","spendings","num_orders"
"53165","dw_176",441264,8231.14997386932,32833.6899175644,21
"53765","dw_177",192108,1577.06996154785,5323.64003562927,8
"53829","dw_178",888209,925.40998840332,7676.44000244141,8
"53893","dw_179",2405827,5758.2899813652,16087.360042572,13
"53908","dw_180",1412734,6855.18999958038,66359.2599198818,13
"54088","dw_181",320745,1766.29001140594,23099.4000890255,25
"54098","dw_182",1649460,1766.29001140594,23099.4000890255,25
"54252","dw_183",1736513,327.449996948242,8194.3800163269,14
"54476","dw_184",766173,424.800008773804,13188.0500497818,6
"54512","dw_185",2629640,1862.80002403259,5362.37000179291,2
"54515","dw_186",1560463,11058.4300312996,46774.8799648285,30
"55505","dw_187",772061,1122.27000617981,18442.690071106,17
"55896","dw_188",1509850,519.490001678467,5214.84003067017,8
"55968","dw_189",1368525,7123.19000339508,26326.259999752,8
"56112","dw_190",1591688,11344.3999047279,46138.5499219894,23
"56840","dw_191",1190441,886.040016651154,8174.02996349335,13
"57112","dw_192",449723,3114.21999454498,21486.880030632,22
"57706","dw_193",1737976,1193.34000205994,12957.2299633026,5
"57736","dw_194",1091304,733.719993591309,9800.40004348755,8
"57824","dw_195",1625644,1718.5399980545,9192.48002624512,10
"57924","dw_196",1746299,1200.64000844955,20937.1800308228,9
"58032","dw_197",1639113,1162.04001617432,18637.3100395203,12
"58200","dw_198",1310059,163.89999961853,7726.869972229,8
"58264","dw_199",1218921,6372.68000468612,53975.6900849342,18
"59430","dw_200",1738628,113.409998893738,889.029989242554,5
"59465","dw_201",460584,339.709997177124,11581.9400072098,10
"59575","dw_202",1370107,86.2000007629395,7760.52998352051,17
"59881","dw_203",1122039,10178.4199776053,213539.829387665,25
"61953","dw_204",1399367,7825.75001907349,50563.3399715424,19
"62174","dw_205",285928,681.529995918274,13342.8201007843,18
"62750","dw_206",447091,2849.25999355316,24781.7299728394,21
"63254","dw_207",767072,1026.65999603271,19550.2899875641,19
"63672","dw_208",1739193,779.580006122589,7171.78004169464,5
"63702","dw_209",1627005,1589.95000648499,3480.20998477936,7
"63772","dw_210",1656570,1107.71000289917,6219.58999729156,12
"63928","dw_211",596820,3039.15001273155,9390.55002140999,14
"64236","dw_212",2342840,6921.46002244949,10884.3599910736,2
"64240","dw_213",1536258,1291.27000558376,11709.7700209618,13
"64420","dw_214",320894,3008.65002560616,20997.5400686264,10
"64469","dw_215",1402893,18223.4098949432,48411.0101213455,17
"65041","dw_216",2126232,79.9900016784668,6408.81999015808,5
"65059","dw_217",2261952,228.369995355606,11557.3400416374,19
"65099","dw_218",115758,1563.31999672391,18987.6099319458,15
"65384","dw_219",1154789,2595.90997695923,13960.1000185013,25
"66268","dw_220",328656,1792.83001863956,19859.9898338318,23
"66340","dw_221",1739993,12920.4799861908,35644.7701015472,18
"66808","dw_222",1142837,767.419998168945,1909.71999359131,9
"66925","dw_223",1601549,3464.59999084473,34958.4800519943,6
"67015","dw_224",1109595,1462.21002340317,10245.4500198364,17
"67321","dw_225",1497526,1737.50002670288,15952.8499698639,18
"67681","dw_226",758914,2351.3499917984,9249.000041008,30
"68641","dw_227",1493064,21625.6899852157,107027.239940166,85
"70084","dw_228",1461876,3844.73000717163,16521.2499485016,7
"70147","dw_229",1429862,4360.28999710083,8471.57997322083,9
"70237","dw_230",2650174,523.219997406006,7588.9700756073,8
"70238","dw_231",1270594,3097.16999006271,7794.15004920959,20
"70678","dw_232",1472746,2256.64999389648,13455.1099681854,21
"71158","dw_233",1179542,1399.65999031067,11436.0799713135,14
"71338","dw_234",1741389,4375.15997958183,27925.1400108337,15
"71668","dw_235",1742493,1455.2699804306,4777.42001152039,4
"71688","dw_236",1006950,6641.29002285004,11103.4499073029,11
"71820","dw_237",1527867,1034.98999977112,8702.11006546021,13
"71823","dw_238",854230,2580.03998470306,15891.9600424767,13
"72018","dw_239",1390729,1627.44000053406,19259.8500328064,8
"72106","dw_240",1706220,498.569993019104,5195.65001487732,9
"72214","dw_241",1631350,360.099994659424,11326.5099983215,9
"72313","dw_242",794748,3075.2400226593,8584.27002334595,21
"72817","dw_243",1596600,3886.83999061584,46236.3700408936,12
"72925","dw_244",1398376,3836.47999763489,11521.7999382019,20
"73545","dw_245",1742054,5818.88996315002,20946.0101890564,7
"73622","dw_246",1669462,2114.81996917725,24035.0299682617,14
"73846","dw_247",1467556,3199.51001739502,8635.20995521545,5
"73871","dw_248",2353210,3629.64996576309,11634.7700099945,6
"73913","dw_249",1547967,2775.10998344421,25374.7899971008,17
"74202","dw_250",849734,3159.11000800133,59328.5101184845,45
"76632","dw_251",1029193,2270.21000480652,14643.569978714,19
"77069","dw_252",1130579,867.28999042511,9291.72001457214,7
"77146","dw_253",475803,679.190004348755,3803.00997161865,20
"77566","dw_254",1593369,592.120002746582,3051.7200012207,5
"77586","dw_255",1067616,872.16001033783,6592.83996772766,14
"77796","dw_256",1742927,483.220005989075,15657.7000751495,23
"78371","dw_257",862233,3089.95002126694,12740.3700256348,10
"78491","dw_258",1622066,2174.9700050354,22926.9200363159,15
"78746","dw_259",1742825,4015.46003127098,20467.4300127029,8
"78850","dw_260",1436415,35812.1899394989,87917.2799129486,15
"79090","dw_261",1664481,235.479996681213,3097.96001911163,3
"79102","dw_262",1542764,1863.89998340607,4971.21998405457,10
"79158","dw_263",1370121,1644.339991102,16053.1000185013,33
"80313","dw_264",631462,520.989999771118,9633.3399887085,10
"80453","dw_265",1767776,21.1800003051758,3999.13001823425,7
"80530","dw_266",1746195,3184.02000617981,10724.3900203705,13
"80712","dw_267",379597,2979.46999549866,29125.2400455475,20
"81225","dw_268",818638,175.790002822876,6455.61999702454,12
"81369","dw_269",1089031,275.200000762939,1695.82999706268,5
"81375","dw_270",1547370,7574.26997321844,34245.619977951,7
"81492","dw_271",1492192,1187.18001174927,3553.29003334045,6
"81540","dw_272",1130757,4305.40001097322,21755.4699614048,26
"82758","dw_273",2913629,787.089996337891,10163.4099693298,11
"82759","dw_274",283256,546.629984378815,3075.48001098633,9
"82849","dw_275",1453880,964.14001083374,7688.12000465393,6
"82891","dw_276",1553823,1797.39000511169,17473.0400104523,15
"83116","dw_277",342028,9220.60998654366,18629.4700775146,9
"83233","dw_278",1398998,11999.5899620056,55246.720161438,21
"83761","dw_279",1536613,25605.9999904633,45349.5601463318,33
"85048","dw_280",1659847,7470.5100736618,21458.6100673676,11
"85169","dw_281",1608072,4466.86996793747,30564.7999858856,19
"85644","dw_282",1414449,1247.30000066757,29358.9700498581,13
"85865","dw_283",758165,5067.12997126579,31820.4799156189,29
"86880","dw_284",1431689,2312.33001583815,28542.0100622177,20
"87400","dw_285",1023002,4389.84997749329,11952.4399929047,11
"87532","dw_286",284615,3689.90999209881,12535.7901067734,8
"87604","dw_287",518978,1774.24000740051,19377.5099925995,16
"87946","dw_288",1169239,553.660001754761,3123.01999855042,9
"88036","dw_289",1329992,297.2799949646,5414.99999237061,7
"88072","dw_290",1143684,3363.44000339508,11104.8799786568,19
"88125","dw_291",2259850,3363.44000339508,11104.8799786568,19
"88345","dw_292",1385969,483.769998550415,8462.64999961853,8
"88409","dw_293",1526793,186.300003051758,2727.94995880127,9
"88490","dw_294",1711394,1897.09997606277,10146.750082016,5
"88520","dw_295",1745813,78.2700004577637,13261.4199771881,6
"88568","dw_296",1569142,2259.96001315117,7049.48000144958,7
"88624","dw_297",1441561,2286.06999754906,13495.8499889374,19
"89118","dw_298",1530193,765.509998321533,17590.6399879456,20
"89538","dw_299",1745694,3613.11004108191,38461.000087738,20
"90666","dw_300",1290459,3155.83999347687,13801.9400558472,15
"90918","dw_301",2350958,10864.610004425,18267.9499616623,25
"90922","dw_302",1919666,3159.12001156807,26342.1299324036,7
"90971","dw_303",313068,2116.11000609398,17952.8899841309,19
"91408","dw_304",1240854,3136.27002197504,23058.2100334167,21
"91849","dw_305",1746707,223.469995498657,5483.84004211426,9
"91939","dw_306",406723,2054.43998908997,18715.4999790192,22
"92423","dw_307",772270,1327.03999614716,10235.0700206757,10
"92533","dw_308",800724,4206.80000162125,9130.11005020142,12
"92689","dw_309",787896,4204.93999862671,29307.6700725555,23
"93379","dw_310",635586,2002.4099855423,11439.5600242615,28
"94247","dw_311",2173698,767.149990081787,5036.93998908997,6
"94248","dw_312",1395910,5051.21996021271,14182.9700593948,12
"94440","dw_313",1706436,1155.75997638702,17981.0599803925,6
"94476","dw_314",1197266,4288.48992800713,58022.0800170898,16
"95068","dw_315",336146,6928.59999442101,22166.3999743462,13
"95080","dw_316",1747699,599.16999745369,9496.00000762939,11
"95201","dw_317",1223259,402.299994468689,6608.07998466492,19
"95657","dw_318",1708070,924.899994850159,8243.24001312256,6
"95699","dw_319",1534151,3983.53998589516,38048.8001480103,26
"96505","dw_320",1323174,6640.41997277737,42659.1201000214,29
"97433","dw_321",1234987,3024.84002518654,10047.7499399185,9
"97577","dw_322",1752499,382.180000305176,1742.64001274109,6
"97619","dw_323",1668049,2466.15000188351,15261.4300098419,15
"97889","dw_324",385903,1612.96999931335,25630.5699615479,25
"98513","dw_325",1226085,4399.47997570038,53293.7299690247,43
"101110","dw_326",1374268,3241.61999702454,22087.1700286865,16
"101414","dw_327",2853420,6221.43001055717,40961.1599063873,55
"101416","dw_328",658914,6087.01994991302,23239.9401130676,22
"101922","dw_329",738920,209.439997673035,6887.02997016907,12
"102090","dw_330",325038,799.929996013641,11332.7399864197,17
"102430","dw_331",725922,663.140003681183,21091.2399768829,9
"102529","dw_332",401311,3344.71002864838,40624.2198562622,18
"103123","dw_333",739794,1119.49000954628,6981.64996910095,10
"103233","dw_334",322532,1841.88999652863,12146.9200191498,11
"103365","dw_335",1630296,2034.33999043703,12976.8800737858,18
"103743","dw_336",741069,5186.71001189947,17890.640045166,9
"103842","dw_337",767438,2671.54000282288,18532.4199810028,35
"105172","dw_338",744275,1275.42998886108,8807.23001098633,4
"105196","dw_339",902272,1226.77000617981,5058.89004230499,3
"105200","dw_340",282255,5598.87002754211,23789.1699523926,14
"105540","dw_341",180220,758.209999322891,25070.0998878479,16
"105558","dw_342",1747424,2480.60000705719,12690.4500427246,16
"105919","dw_343",1622188,1490.50999069214,7614.80000686646,14
"106143","dw_344",1023814,1823.58001041412,10960.9700164795,17
"106383","dw_345",265528,14511.1800193787,56633.0402069092,31
"107505","dw_346",1706653,1069.30001354218,11573.1199378967,13
"107726","dw_347",700320,1845.29999828339,6653.25996398926,4
"107746","dw_348",55671,305.579998016357,4188.21999359131,11
"107867","dw_349",662673,4679.34999418259,72352.1700820923,30
"108155","dw_350",2429549,6741.91998338699,24868.9400272369,5
"108195","dw_351",744230,3031.80000209808,24394.3199644089,29
"109123","dw_352",439275,3209.6699924469,7183.26009368896,7
"109179","dw_353",2555744,2409.94999742508,33200.3399391174,28
"109211","dw_354",379863,676.979995727539,1871.90000152588,5
"109236","dw_355",748009,2213.76999735832,8596.07000541687,12
"109371","dw_356",2117414,5796.12999582291,59592.110118866,29
"109711","dw_357",883163,1449.02001041174,11935.86003685,4
"109739","dw_358",1435099,6608.41999295354,101467.740078926,30
"109745","dw_359",1101054,3332.08000445366,9373.89001893997,9
"109844","dw_360",369774,136.000001907349,5846.88003063202,8
"109908","dw_361",636248,2539.19000053406,9754.71002960205,4
"109932","dw_362",294320,4627.09001731873,51247.580039978,21
"110457","dw_363",2154561,2058.55002960563,14409.6900348663,8
"110545","dw_364",756201,1515.25999832153,11166.6300201416,15
"110815","dw_365",795478,2975.21001625061,14697.8600711823,11
"110969","dw_366",390709,2553.90000772476,3839.81999969482,5
"111004","dw_367",1516023,1364.25000286102,12866.550075531,35
"112258","dw_368",730575,18601.830078125,29878.2701473236,21
"112453","dw_369",757519,5109.72000408173,14939.410036087,13
"112726","dw_370",885587,1259.0599937439,5779.51003265381,15
"113011","dw_371",1706966,3893.76997685432,13296.490067482,14
"113055","dw_372",318159,7222.32000041008,17370.0300848484,12
"113250","dw_373",877771,914.969995498657,3958.61998558044,7
"113286","dw_374",758914,6127.40999126434,25253.9400453568,10
"113686","dw_375",654008,510.209995746613,16497.0699672699,9
"113794","dw_376",1917584,1655.11000442505,7367.48000907898,12
"113962","dw_377",437738,2458.93999385834,12551.6900424957,13
"114144","dw_378",1895235,10409.4600237608,36152.2398195267,12
"114417","dw_379",2039507,1048.34000557661,8522.22005653381,4
"114459","dw_380",1514102,4341.15998125076,34966.8500857353,11
"114725","dw_381",806645,1670.83000278473,9798.8300075531,14
"114905","dw_382",1992380,6068.57001185417,11652.9300880432,7
"114968","dw_383",1860033,1478.42998933792,7734.11995887756,7
"115052","dw_384",2010223,235.529995918274,2367.70001220703,7
"115115","dw_385",1030458,368.85001373291,9675.01993560791,9
"115196","dw_386",1806856,141.620002746582,4326.73997688293,10
"115306","dw_387",1136149,1532.42000555992,11188.0899715424,14
"115572","dw_388",2141720,6285.21997141838,13055.9000968933,5
"115597","dw_389",2424446,1145.20000600815,51626.3801136017,6
"115669","dw_390",1554125,3806.78998887539,15017.969991684,8
"115741","dw_391",697634,5119.92997455597,50716.2698993683,34
"117305","dw_392",1204660,21006.2401390076,53319.1501026154,26
"118137","dw_393",1644801,1478.59000778198,4960.06999206543,4
"118146","dw_394",475161,6851.49999952316,20886.2599966526,16
"118418","dw_395",2040521,4310.62999749184,17394.1900348663,7
"118481","dw_396",1917386,1242.69001054764,12401.160030365,17
"118817","dw_397",2041114,2445.61998939514,28648.2199983597,12
"118997","dw_398",1539668,455.400007247925,10448.3699464798,11
"119129","dw_399",1837898,36.1800003051758,1638.01003074646,13
"119311","dw_400",1964595,3012.26000785828,20674.4200458527,19
"119786","dw_401",2322266,634.919990539551,5908.15999031067,7
"119807","dw_402",1498713,1452.71000728011,49778.8600769043,35
"121167","dw_403",1591735,208.39000082016,2110.26001167297,11
"121179","dw_404",1499705,208.39000082016,2110.26001167297,11
"121273","dw_405",271323,4572.22004413605,10691.4599819183,5
"121318","dw_406",1944786,694.710001707077,11459.9199695587,8
"121372","dw_407",325982,2308.85998153687,9433.11000061035,6
"121396","dw_408",2040703,777.160008430481,9142.369972229,5
"121426","dw_409",1987453,2154.17999505997,28479.7300844193,13
"121660","dw_410",2423611,817.869995117188,11721.7300548553,7
"121672","dw_411",365854,849.29999512434,4719.98001098633,7
"121721","dw_412",1282464,1985.75998687744,11483.4399929047,7
"121756","dw_413",2041231,4100.35995301604,7804.08003234863,7
"121826","dw_414",1085871,643.279997825623,1304.84002590179,8
"121906","dw_415",1645212,912.180027008057,18274.3799381256,26
"122206","dw_416",1582441,274.680000305176,8198.9799861908,9
"122404","dw_417",1671230,1349.67997765541,4963.15996170044,10
"122504","dw_418",1657426,4756.40001773834,26561.7300243378,10
"122644","dw_419",2063919,2273.04999792576,36876.9701552391,24
"123589","dw_420",320825,2010.78002071381,19358.8299751282,31
"124609","dw_421",317876,3948.20998311043,14921.8400554657,22
"125709","dw_422",2045384,3679.61000096798,39203.0201220512,42
"125841","dw_423",1612812,679.489993095398,3058.27998924255,10
"125845","dw_424",2042620,1227.67000389099,10786.3899974823,7
"125915","dw_425",438780,1429.3300011158,6152.43003368378,9
"125971","dw_426",2037055,1233.90999794006,4874.18003559113,9
"125975","dw_427",395863,909.989992856979,7128.54999542236,11
"125987","dw_428",2042853,1162.60998821259,6390.03003501892,7
"126057","dw_429",1262118,2126.49000310898,13557.3900356293,10
"126167","dw_430",1801610,3738.67997694016,25462.3901052475,40
"126173","dw_431",1799897,3738.67997694016,25462.3901052475,40
"126195","dw_432",2318130,2199.84998440742,31698.1199226379,13
"126196","dw_433",1605725,3991.70999789238,13331.1300458908,14
"126406","dw_434",655742,772.410003185272,11875.3400249481,23
"127050","dw_435",1909722,1989.06997442245,5945.9100151062,9
"127131","dw_436",1574703,2191.41001701355,38424.0601558685,8
"127211","dw_437",2043450,253.920001506805,14769.029964447,9
"127310","dw_438",2043578,5589.88998031616,11108.3800678253,5
"127345","dw_439",420742,461.809999465942,12730.2699260712,13
"127579","dw_440",1909227,660.529991865158,17326.6699886322,5
"127667","dw_441",1343154,2998.07001399994,49122.279835701,25
"128417","dw_442",2043449,3019.23000764847,19979.7399616241,14
"128910","dw_443",332792,11186.1199614499,37861.3601150513,52
"129290","dw_444",1973858,1984.08998966217,16003.920085907,11
"129488","dw_445",132682,1068.26999616623,20364.9100704193,21
"130013","dw_446",1373949,1227.10999250412,18651.780005455,22
"130381","dw_447",1762649,1195.28000450134,13658.0200042725,10
"130501","dw_448",730787,8170.03993327916,25602.340045929,21
"130861","dw_449",1752067,2744.46998247504,13042.0300178528,16
"131197","dw_450",1802558,5357.91999006271,26139.7299919128,15
"131323","dw_451",1807635,2273.48001194,10341.1099710464,15
"131623","dw_452",1231634,371.600002288818,12701.220041275,18
"132001","dw_453",2033325,663.519996166229,41470.7091197968,10
"132065","dw_454",1835297,859.280010223389,27551.5499796867,8
"132129","dw_455",2714712,1015.35999417305,12323.1800060272,17
"132135","dw_456",1885761,7572.4900393486,27491.980091095,12
"132291","dw_457",2037079,2596.9000082016,13556.1800537109,5
"132321","dw_458",1786334,90.2600002288818,55159.979970932,43
"132825","dw_459",1836807,70.689998626709,7806.69998931885,8
