"","phone_id","user_id","dw_kind","platform","os"
"51828","108152",1591187,"courier","web","windows"
"51938","108204",1643500,"courier","app","android"
"52064","108229",2236486,"courier","app","android"
"52073","108290",1986860,"courier","app","ios"
"52121","10837",712012,"courier","web","windows"
"53165","108398",441264,"courier","web","windows"
"53765","108419",192108,"courier","web","mac"
"53829","108465",888209,"courier","web","windows"
"53893","108487",2405827,"courier","app","ios"
"53908","108542",1412734,"courier","web","mac"
"54088","108612",320745,"courier","web","windows"
"54098","108612",1649460,"courier","web","windows"
"54252","108669",1736513,"courier","web","windows"
"54476","108686",766173,"courier","app","ios"
"54512","108824",2629640,"courier","app","ios"
"54515","10888",1560463,"courier","web","ios"
"55505","108960",772061,"courier","web","mac"
"55896","109111",1509850,"courier","web","android"
"55968","109131",1368525,"courier","web","linux"
"56112","109150",1591688,"courier","app","android"
"56840","109209",1190441,"courier","web","windows"
"57112","109380",449723,"courier","app","ios"
"57706","109421",1737976,"courier","app","android"
"57736","109515",1091304,"courier","web","windows"
"57824","109519",1625644,"courier","web","windows"
"57924","109526",1746299,"courier","web","windows"
"58032","10954",1639113,"courier","app","android"
"58200","109546",1310059,"courier","web","windows"
"58264","109553",1218921,"courier","web","windows"
"59430","109825",1738628,"courier","app","android"
"59465","109828",460584,"courier","app","ios"
"59575","109877",1370107,"courier","app","ios"
"59881","109880",1122039,"courier","app","android"
"61953","109983",1399367,"courier","web","ios"
"62174","110062",285928,"courier","web","windows"
"62750","110132",447091,"courier","app","ios"
"63254","110144",767072,"courier","app","ios"
"63672","110194",1739193,"courier","web","windows"
"63702","110251",1627005,"courier","web","windows"
"63772","110296",1656570,"courier","web","windows"
"63928","110309",596820,"courier","app","android"
"64236","110408",2342840,"courier","app","android"
"64240","110424",1536258,"courier","web","mac"
"64420","110457",320894,"courier","web","windows"
"64469","110477",1402893,"courier","app","android"
"65041","110534",2126232,"courier","app","ios"
"65059","110563",2261952,"courier","app","ios"
"65099","110590",115758,"courier","web","windows"
"65384","110624",1154789,"courier","app","android"
"66268","110710",328656,"courier","web","windows"
"66340","110745",1739993,"courier","web","windows"
"66808","1108",1142837,"courier","app","android"
"66925","110811",1601549,"courier","app","ios"
"67015","110923",1109595,"courier","app","ios"
"67321","110941",1497526,"courier","web","windows"
"67681","111013",758914,"courier","app","android"
"68641","11108",1493064,"courier","app","android"
"70084","111112",1461876,"courier","web","windows"
"70147","111165",1429862,"courier","app","ios"
"70237","111316",2650174,"courier","app","android"
"70238","111527",1270594,"courier","app","android"
"70678","111570",1472746,"courier","app","android"
"71158","111730",1179542,"courier","app","android"
"71338","111768",1741389,"courier","app","ios"
"71668","111997",1742493,"courier","app","android"
"71688","112057",1006950,"courier","app","ios"
"71820","112076",1527867,"courier","web","windows"
"71823","112091",854230,"courier","app","android"
"72018","112103",1390729,"courier","web","windows"
"72106","11213",1706220,"courier","web","windows"
"72214","112170",1631350,"courier","app","android"
"72313","112177",794748,"courier","app","ios"
"72817","112219",1596600,"courier","web","windows"
"72925","11222",1398376,"courier","web","mac"
"73545","112254",1742054,"courier","web","windows"
"73622","1123",1669462,"courier","app","ios"
"73846","112320",1467556,"courier","app","android"
"73871","11233",2353210,"courier","app","android"
"73913","11250",1547967,"courier","web","windows"
"74202","112591",849734,"courier","app","android"
"76632","112644",1029193,"courier","app","android"
"77069","112695",1130579,"courier","app","ios"
"77146","112706",475803,"courier","web","windows"
"77566","112950",1593369,"courier","app","android"
"77586","112957",1067616,"courier","web","windows"
"77796","112959",1742927,"courier","web","mac"
"78371","112990",862233,"courier","app","ios"
"78491","113025",1622066,"courier","web","windows"
"78746","113047",1742825,"courier","web","windows"
"78850","11316",1436415,"courier","web","android"
"79090","113214",1664481,"courier","web","windows"
"79102","113325",1542764,"courier","app","ios"
"79158","11337",1370121,"courier","web","mac"
"80313","113384",631462,"courier","web","mac"
"80453","113430",1767776,"courier","web","windows"
"80530","113465",1746195,"courier","app","android"
"80712","113468",379597,"courier","web","windows"
"81225","113469",818638,"courier","web","mac"
"81369","113576",1089031,"courier","web","windows"
"81375","113659",1547370,"courier","web","mac"
"81492","113665",1492192,"courier","web","windows"
"81540","113772",1130757,"courier","app","android"
"82758","113787",2913629,"courier","web","windows"
"82759","113808",283256,"courier","app","ios"
"82849","113904",1453880,"courier","web","windows"
"82891","113944",1553823,"courier","web","android"
"83116","114076",342028,"courier","app","ios"
"83233","114130",1398998,"courier","app","android"
"83761","11416",1536613,"courier","app","ios"
"85048","114213",1659847,"courier","app","ios"
"85169","114240",1608072,"courier","web","windows"
"85644","114310",1414449,"courier","web","windows"
"85865","114314",758165,"courier","app","ios"
"86880","114443",1431689,"courier","app","ios"
"87400","114479",1023002,"courier","app","android"
"87532","114509",284615,"courier","web","windows"
"87604","114539",518978,"courier","app","ios"
"87946","114574",1169239,"courier","app","android"
"88036","114591",1329992,"courier","web","windows"
"88072","114654",1143684,"courier","app","ios"
"88125","114654",2259850,"courier","app","ios"
"88345","114658",1385969,"courier","app","android"
"88409","114665",1526793,"courier","web","windows"
"88490","114736",1711394,"courier","app","android"
"88520","114802",1745813,"courier","web","mac"
"88568","114829",1569142,"courier","web","windows"
"88624","114846",1441561,"courier","web","windows"
"89118","11486",1530193,"courier","web","mac"
"89538","114923",1745694,"courier","app","android"
"90666","115055",1290459,"courier","web","ios"
"90918","11506",2350958,"courier","web","android"
"90922","115235",1919666,"courier","web","mac"
"90971","115305",313068,"courier","web","windows"
"91408","115419",1240854,"courier","app","ios"
"91849","115427",1746707,"courier","web","windows"
"91939","115453",406723,"courier","app","ios"
"92423","115548",772270,"courier","app","ios"
"92533","11569",800724,"courier","app","ios"
"92689","115927",787896,"courier","app","android"
"93379","11597",635586,"courier","web","windows"
"94247","115982",2173698,"courier","app","ios"
"94248","116071",1395910,"courier","app","android"
"94440","11612",1706436,"courier","web","windows"
"94476","116138",1197266,"courier","web","windows"
"95068","116147",336146,"courier","app","ios"
"95080","116155",1747699,"courier","web","windows"
"95201","116284",1223259,"courier","app","android"
"95657","11634",1708070,"courier","app","android"
"95699","116360",1534151,"courier","web","windows"
"96505","116433",1323174,"courier","app","android"
"97433","116471",1234987,"courier","web","windows"
"97577","116569",1752499,"courier","app","android"
"97619","11658",1668049,"courier","app","android"
"97889","116620",385903,"courier","web","windows"
"98513","116877",1226085,"courier","app","windows"
"101110","116940",1374268,"courier","app","linux"
"101414","117160",2853420,"courier","web","windows"
"101416","11717",658914,"courier","app","android"
"101922","117319",738920,"courier","app","android"
"102090","117416",325038,"courier","app","ios"
"102430","117427",725922,"courier","app","ios"
"102529","11755",401311,"courier","app","ios"
"103123","117573",739794,"courier","app","ios"
"103233","117764",322532,"courier","web","windows"
"103365","11790",1630296,"courier","web","windows"
"103743","117926",741069,"courier","web","windows"
"103842","117957",767438,"courier","app","ios"
"105172","118067",744275,"courier","app","android"
"105196","118197",902272,"courier","app","android"
"105200","118249",282255,"courier","app","android"
"105540","118272",180220,"courier","web","windows"
"105558","11838",1747424,"courier","web","windows"
"105919","1184",1622188,"courier","web","windows"
"106143","11840",1023814,"courier","web","windows"
"106383","11854",265528,"courier","app","ios"
"107505","11874",1706653,"courier","web","windows"
"107726","118748",700320,"courier","app","android"
"107746","118770",55671,"courier","app","ios"
"107867","118790",662673,"courier","web","windows"
"108155","118808",2429549,"courier","app","android"
"108195","118830",744230,"courier","web","mac"
"109123","11908",439275,"courier","app","ios"
"109179","11910",2555744,"courier","web","windows"
"109211","119102",379863,"courier","web","windows"
"109236","119741",748009,"courier","web","windows"
"109371","119765",2117414,"courier","web","mac"
"109711","120025",883163,"courier","web","mac"
"109739","120236",1435099,"courier","app","android"
"109745","120288",1101054,"courier","app","android"
"109844","120395",369774,"courier","app","android"
"109908","120536",636248,"courier","app","android"
"109932","120708",294320,"courier","web","windows"
"110457","120830",2154561,"courier","app","ios"
"110545","121389",756201,"courier","web","android"
"110815","121391",795478,"courier","web","windows"
"110969","121420",390709,"courier","app","ios"
"111004","12164",1516023,"courier","web","windows"
"112258","121646",730575,"courier","app","android"
"112453","121687",757519,"courier","web","windows"
"112726","121771",885587,"courier","app","android"
"113011","12183",1706966,"courier","web","windows"
"113055","121844",318159,"courier","app","android"
"113250","121919",877771,"courier","app","ios"
"113286","121934",758914,"courier","app","android"
"113686","121940",654008,"courier","app","ios"
"113794","122406",1917584,"courier","app","ios"
"113962","12255",437738,"courier","app","ios"
"114144","122564",1895235,"courier","app","android"
"114417","122581",2039507,"courier","app","ios"
"114459","122623",1514102,"courier","web","windows"
"114725","12265",806645,"courier","app","ios"
"114905","122666",1992380,"courier","app","android"
"114968","122692",1860033,"courier","app","ios"
"115052","122736",2010223,"courier","web","windows"
"115115","122820",1030458,"courier","app","android"
"115196","122893",1806856,"courier","web","windows"
"115306","122911",1136149,"courier","app","ios"
"115572","122917",2141720,"courier","web","windows"
"115597","122992",2424446,"courier","web","windows"
"115669","12303",1554125,"courier","web","android"
"115741","1231",697634,"courier","app","ios"
"117305","123101",1204660,"courier","web","windows"
"118137","123147",1644801,"courier","web","windows"
"118146","123323",475161,"courier","app","android"
"118418","123343",2040521,"courier","web","windows"
"118481","123464",1917386,"courier","app","android"
"118817","123598",2041114,"courier","app","ios"
"118997","123645",1539668,"courier","app","ios"
"119129","123736",1837898,"courier","app","android"
"119311","123809",1964595,"courier","web","windows"
"119786","123812",2322266,"courier","web","windows"
"119807","12383",1498713,"courier","app","ios"
"121167","123926",1591735,"courier","web","windows"
"121179","123926",1499705,"courier","web","windows"
"121273","124037",271323,"courier","web","ios"
"121318","124052",1944786,"courier","app","ios"
"121372","124142",325982,"courier","app","android"
"121396","124163",2040703,"courier","app","ios"
"121426","124178",1987453,"courier","app","ios"
"121660","124313",2423611,"courier","web","mac"
"121672","124394",365854,"courier","app","android"
"121721","124429",1282464,"courier","app","ios"
"121756","124443",2041231,"courier","app","android"
"121826","124464",1085871,"courier","web","windows"
"121906","124569",1645212,"courier","web","mac"
"122206","12458",1582441,"courier","app","android"
"122404","124712",1671230,"courier","app","android"
"122504","124761",1657426,"courier","web","android"
"122644","124773",2063919,"courier","app","android"
"123589","12493",320825,"courier","app","other"
"124609","12496",317876,"courier","app","android"
"125709","12502",2045384,"courier","web","windows"
"125841","125184",1612812,"courier","web","mac"
"125845","125343",2042620,"courier","web","windows"
"125915","125472",438780,"courier","web","windows"
"125971","125541",2037055,"courier","web","windows"
"125975","12558",395863,"courier","app","ios"
"125987","125583",2042853,"courier","app","android"
"126057","125667",1262118,"courier","app","windows"
"126167","125702",1801610,"pickup","web","windows"
"126173","125702",1799897,"pickup","web","windows"
"126195","125755",2318130,"courier","app","android"
"126196","125774",1605725,"courier","app","android"
"126406","125837",655742,"courier","app","android"
"127050","125864",1909722,"courier","app","ios"
"127131","125890",1574703,"courier","app","ios"
"127211","125915",2043450,"express_delivery","app","ios"
"127310","125927",2043578,"courier","web","windows"
"127345","125987",420742,"courier","web","mac"
"127579","126012",1909227,"courier","web","windows"
"127667","126089",1343154,"courier","app","android"
"128417","126097",2043449,"courier","web","windows"
"128910","12614",332792,"courier","app","ios"
"129290","126203",1973858,"courier","web","windows"
"129488","12626",132682,"courier","app","ios"
"130013","126262",1373949,"courier","app","android"
"130381","126265",1762649,"courier","app","ios"
"130501","126276",730787,"courier","web","windows"
"130861","126474",1752067,"courier","web","windows"
"131197","126491",1802558,"courier","web","windows"
"131323","126494",1807635,"courier","app","ios"
"131623","12650",1231634,"courier","web","windows"
"132001","126500",2033325,"courier","app","ios"
"132065","126515",1835297,"courier","web","android"
"132129","126622",2714712,"courier","web","windows"
"132135","126656",1885761,"courier","app","ios"
"132291","126685",2037079,"courier","web","windows"
"132321","126747",1786334,"courier","web","mac"
"132825","126811",1836807,"courier","web","windows"
"132921","126812",2345204,"courier","app","android"
"132925","126883",1654947,"courier","app","android"
"132926","126883",1921879,"courier","app","android"
"132942","126904",1324455,"courier","app","ios"
"133152","126909",787686,"courier","app","ios"
"133167","126982",472712,"courier","app","ios"
"133179","127148",1964903,"courier","app","ios"
"133235","127355",283935,"courier","web","windows"
"134957","127510",1833387,"courier","app","android"
"134987","127540",261550,"courier","web","windows"
"136227","127592",2044012,"courier","app","windows"
"136283","127594",1381929,"courier","web","windows"
"136373","127661",1290459,"courier","web","windows"
"136391","127688",2314796,"courier","web","windows"
"136591","127726",331623,"courier","app","android"
"136982","127750",1468376,"courier","web","windows"
"137881","127752",1855578,"courier","web","windows"
"137911","127769",2045649,"courier","web","mac"
"137956","127863",2171766,"courier","app","android"
"137957","127912",292336,"courier","app","ios"
"138375","127929",1936545,"courier","web","mac"
"138615","127986",247599,"courier","web","windows"
"138777","128084",1454161,"courier","app","android"
"139011","128152",855727,"courier","app","android"
"139154","12821",1271819,"courier","app","ios"
"139275","128229",1523363,"courier","app","ios"
"139457","128349",944403,"express_delivery","app","ios"
"139561","128383",1872711,"courier","app","windows"
"139562","128383",1872890,"courier","app","windows"
"139790","128401",776076,"courier","app","ios"
"139890","128480",896872,"courier","app","android"
"140098","128490",1753850,"courier","app","android"
"140150","128535",1599955,"courier","web","windows"
"140541","128612",1446521,"courier","web","windows"
"140629","128724",1904622,"courier","app","ios"
"140678","128737",2046785,"courier","web","windows"
"140777","128742",1800671,"courier","web","windows"
"141047","128763",1522380,"courier","app","android"
"141075","12879",1803629,"courier","app","android"
"141084","128958",1639431,"courier","app","android"
"142050","129042",2525394,"courier","app","ios"
"142176","129083",515579,"courier","app","android"
"142680","12920",342545,"courier","web","windows"
"142736","129448",2047677,"courier","web","windows"
"142778","129470",1778934,"courier","web","ios"
"142798","129516",1550966,"courier","web","linux"
"143087","129543",1285717,"courier","app","ios"
"143093","129570",2047673,"courier","web","windows"
"143142","129595",1552108,"courier","app","ios"
"143334","129632",1385745,"courier","web","windows"
"143657","129663",2737543,"courier","app","android"
"143658","129664",1250770,"courier","app","ios"
"143840","12976",1066289,"courier","app","android"
"144050","129841",1638435,"courier","app","ios"
"144338","129846",1653925,"courier","web","windows"
"144547","12986",1388685,"courier","web","windows"
"144550","129867",1196509,"courier","app","android"
"145333","130121",1749565,"courier","app","ios"
"145345","130125",1749796,"courier","web","windows"
"145401","130148",1362621,"courier","web","windows"
"145641","130179",1240567,"courier","app","ios"
"145981","130341",1345424,"courier","app","windows"
"146113","13035",1707591,"courier","app","ios"
"146213","130489",1750964,"courier","app","ios"
"146273","130490",797489,"courier","app","ios"
"146354","130700",1751319,"courier","web","windows"
"146498","130716",961852,"courier","app","android"
"146608","130760",566941,"courier","app","ios"
"146869","130783",1389705,"courier","web","mac"
"146959","130788",855929,"courier","app","android"
"147059","130909",416146,"courier","web","windows"
"147155","131166",1751256,"courier","web","windows"
"147175","131203",917041,"courier","web","windows"
"147205","131205",318685,"courier","app","ios"
"147304","13126",295857,"courier","app","ios"
"147880","13140",356668,"courier","web","windows"
"149728","13152",1707708,"courier","web","android"
"149729","13152",2357942,"courier","web","android"
"149874","13159",1445699,"courier","web","windows"
"150028","13161",1708901,"courier","web","windows"
"150127","131638",2536946,"courier","app","android"
"150139","13186",1708366,"courier","app","android"
"150143","131869",1753223,"courier","app","android"
"150359","131897",126598,"courier","web","windows"
"150395","132236",283699,"courier","app","android"
"150515","132292",877327,"courier","app","android"
"150875","13248",537985,"courier","web","windows"
"150939","132618",587554,"courier","app","android"
"150993","132626",1752100,"pickup","app","android"
"151029","132629",280463,"courier","app","android"
"151381","132753",1046589,"courier","app","ios"
"151480","132924",2377986,"courier","app","ios"
"151522","13299",2440931,"courier","app","android"
"151530","133026",2470179,"courier","web","windows"
"151531","133075",1754230,"courier","web","windows"
"152017","133104",1445536,"courier","app","ios"
"152065","133150",1683163,"courier","app","android"
"152155","133152",2544717,"courier","app","android"
"152179","13316",1042848,"courier","app","ios"
"152445","133165",172564,"courier","web","windows"
"152485","13324",1639739,"courier","web","windows"
"152709","1333",651574,"courier","app","android"
"154734","133384",320142,"courier","app","windows"
"155416","133392",1754672,"courier","web","windows"
"155420","133420",1647119,"courier","app","android"
"155470","133486",1755765,"courier","web","windows"
"155519","1335",1636779,"courier","app","ios"
"155791","133512",756425,"courier","app","ios"
"156046","133656",1677299,"courier","app","android"
"156127","133710",1649270,"courier","app","android"
"156547","133740",1755693,"courier","web","android"
"156677","13386",940795,"courier","app","android"
"156853","133892",1756894,"courier","web","windows"
"157465","133926",1643632,"courier","app","android"
"158032","13409",1667929,"courier","web","windows"
"158224","134211",1756366,"courier","web","windows"
"158278","134267",1258599,"courier","app","ios"
"158850","134360",1336023,"courier","app","ios"
"160121","134378",1757419,"courier","web","mac"
"160175","134439",1098106,"courier","app","android"
"160205","13453",1371327,"courier","web","windows"
"161497","134587",1692303,"courier","web","android"
"161707","134730",1186662,"courier","app","android"
"161777","134739",1666840,"courier","app","android"
"161885","134857",1350566,"courier","app","ios"
"162054","134870",1763735,"courier","web","ios"
"162055","134973",1213721,"courier","web","windows"
"162187","135094",783388,"courier","app","ios"
"162565","135110",674668,"courier","app","android"
"162566","135110",1471010,"courier","app","android"
"162786","135163",1613802,"courier","web","windows"
"162850","135168",392478,"courier","web","windows"
"162899","13518",1708503,"courier","app","android"
"163079","135186",287690,"courier","app","android"
"163631","135210",1020934,"courier","web","windows"
"163865","135231",1610741,"courier","web","windows"
"164086","135415",262038,"courier","app","android"
"164311","135450",598177,"courier","web","linux"
"164521","135451",883968,"courier","app","android"
"164690","13549",1115057,"courier","web","windows"
"166494","135527",1398556,"courier","app","android"
"166846","135562",1458970,"courier","app","android"
"166902","135563",1331056,"courier","app","android"
"167112","1357",334642,"courier","app","ios"
"167472","135706",1545755,"courier","web","windows"
"167615","135769",153966,"courier","app","ios"
"167671","13585",1649040,"courier","web","windows"
"167975","136157",762608,"courier","app","android"
"168075","13626",1644722,"courier","app","android"
"169920","136388",1086737,"courier","app","ios"
"169936","136460",2078406,"courier","web","mac"
"169956","136925",1353799,"courier","app","ios"
"169996","13706",1648310,"courier","app","android"
"170164","137164",767722,"courier","app","ios"
"170359","1372",817351,"courier","web","windows"
"170911","13720",776118,"courier","web","windows"
"171391","137224",909093,"courier","web","windows"
"171439","137406",290786,"courier","app","ios"
"171593","137585",717770,"courier","web","windows"
"171973","137738",2454001,"courier","app","android"
"171982","138074",54417,"courier","web","mac"
"172192","1381",1182474,"courier","web","windows"
"172255","138172",818679,"courier","web","windows"
"172359","138537",2292387,"courier","web","ios"
"172773","13877",444426,"courier","web","mac"
"175425","13903",1740788,"courier","web","windows"
"175710","139048",776547,"courier","app","ios"
"175820","139059",397271,"courier","app","android"
"175856","13915",1863413,"courier","web","mac"
"176160","13940",1807734,"courier","web","windows"
"176976","139503",2048183,"courier","app","android"
"177046","139528",2048591,"courier","web","mac"
"177055","139544",2048233,"courier","web","windows"
"177085","139580",1372145,"courier","app","android"
"177868","139619",1906887,"courier","web","windows"
"178396","139687",1688803,"courier","web","ios"
"178552","13970",1660326,"courier","web","mac"
"178708","139716",2622919,"pickup","web","windows"
"178709","13984",676813,"courier","web","windows"
"178799","139847",1524427,"courier","app","android"
"179141","139909",975671,"courier","app","android"
"179521","140006",1970159,"courier","app","ios"
"179773","14003",1727370,"courier","app","android"
"180555","140049",1920882,"courier","web","ios"
"180635","140111",783328,"courier","app","ios"
"181164","140301",1501853,"courier","web","mac"
"181436","140332",1276038,"courier","app","android"
"181861","140352",586852,"courier","web","mac"
"181942","14042",1899013,"courier","web","mac"
"184494","140457",1942597,"courier","app","android"
"184529","1405",655206,"courier","web","android"
"185009","140517",897173,"courier","web","windows"
"185423","140529",1228962,"courier","web","windows"
"185615","140579",1853514,"courier","app","android"
"185750","140607",1968371,"courier","web","windows"
"185798","140617",1761868,"courier","app","android"
"185898","140843",1658501,"courier","web","linux"
"186164","140877",1290477,"courier","web","mac"
"186244","141144",1907787,"courier","app","ios"
"186344","14120",1302778,"courier","app","android"
"186872","14121",1774549,"courier","app","ios"
"187037","14122",1995455,"courier","app","ios"
"187147","141232",2103783,"courier","app","ios"
"187189","1413",1030351,"courier","app","android"
"187445","141343",2050318,"courier","app","android"
"187589","141361",2087081,"courier","app","android"
"187624","141419",863982,"courier","app","ios"
"187732","141441",442262,"courier","app","ios"
"188110","141478",1829550,"courier","web","windows"
"188362","141622",1489453,"courier","app","android"
"188376","141702",1280370,"courier","app","ios"
"188794","141741",855559,"courier","app","ios"
"188914","141774",617006,"courier","app","android"
"189291","141826",2050925,"courier","web","windows"
"189447","141884",2468686,"courier","app","ios"
"189448","141988",2051364,"courier","app","android"
"189552","142006",1771519,"courier","app","ios"
"189601","142061",882616,"courier","web","windows"
"189643","142093",1971720,"courier","app","ios"
"189723","142121",1879162,"courier","app","ios"
"189948","14221",1539675,"courier","web","windows"
"190116","142211",2358843,"courier","web","windows"
"190117","142357",1914087,"courier","web","windows"
"190234","142406",977801,"courier","web","mac"
